date,2019-01-01,2020-01-01,2021-01-01,2022-01-01,2023-01-01
2019-02-10,,54.794520547945204,54.794520547945204,54.794520547945204,54.794520547945204
2019-02-17,,49.31506849315068,49.31506849315068,49.31506849315068,49.31506849315068
2019-02-24,,57.534246575342465,57.534246575342465,57.534246575342465,57.534246575342465
2019-03-03,,69.86301369863013,69.86301369863013,69.86301369863013,69.86301369863013
2019-03-10,,0.0,0.0,0.0,0.0
2019-03-17,,57.534246575342465,57.534246575342465,57.534246575342465,57.534246575342465
2019-03-24,,31.506849315068493,31.506849315068493,31.506849315068493,31.506849315068493
2019-03-31,,57.534246575342465,57.534246575342465,57.534246575342465,57.534246575342465
2019-04-07,,45.20547945205479,45.20547945205479,45.20547945205479,45.20547945205479
2019-04-14,,21.91780821917808,21.91780821917808,21.91780821917808,21.91780821917808
2019-04-21,,43.83561643835616,43.83561643835616,43.83561643835616,43.83561643835616
2019-04-28,,35.61643835616438,35.61643835616438,35.61643835616438,35.61643835616438
2019-05-05,,50.68493150684931,50.68493150684931,50.68493150684931,50.68493150684931
2019-05-12,,47.94520547945205,47.94520547945205,47.94520547945205,47.94520547945205
2019-05-19,,54.794520547945204,54.794520547945204,54.794520547945204,54.794520547945204
2019-05-26,,28.767123287671232,28.767123287671232,28.767123287671232,28.767123287671232
2019-06-02,,63.013698630136986,63.013698630136986,63.013698630136986,63.013698630136986
2019-06-09,,64.38356164383562,64.38356164383562,64.38356164383562,64.38356164383562
2019-06-16,,39.726027397260275,39.726027397260275,39.726027397260275,39.726027397260275
2019-06-23,,49.31506849315068,49.31506849315068,49.31506849315068,49.31506849315068
2019-06-30,,71.23287671232876,71.23287671232876,71.23287671232876,71.23287671232876
2019-07-07,,53.42465753424657,53.42465753424657,53.42465753424657,53.42465753424657
2019-07-14,,53.42465753424657,53.42465753424657,53.42465753424657,53.42465753424657
2019-07-21,,58.90410958904109,58.90410958904109,58.90410958904109,58.90410958904109
2019-07-28,,71.23287671232876,71.23287671232876,71.23287671232876,71.23287671232876
2019-08-04,,83.56164383561644,83.56164383561644,83.56164383561644,83.56164383561644
2019-08-11,,65.75342465753424,65.75342465753424,65.75342465753424,65.75342465753424
2019-08-18,,78.08219178082192,78.08219178082192,78.08219178082192,78.08219178082192
2019-08-25,,34.24657534246575,34.24657534246575,34.24657534246575,34.24657534246575
2019-09-01,,54.794520547945204,54.794520547945204,54.794520547945204,54.794520547945204
2019-09-08,,39.726027397260275,39.726027397260275,39.726027397260275,39.726027397260275
2019-09-15,,57.534246575342465,57.534246575342465,57.534246575342465,57.534246575342465
2019-09-22,,47.94520547945205,47.94520547945205,47.94520547945205,47.94520547945205
2019-09-29,,54.794520547945204,54.794520547945204,54.794520547945204,54.794520547945204
2019-10-06,,65.75342465753424,65.75342465753424,65.75342465753424,65.75342465753424
2019-10-13,,38.35616438356164,38.35616438356164,38.35616438356164,38.35616438356164
2019-10-20,,27.397260273972602,27.397260273972602,27.397260273972602,27.397260273972602
2019-10-27,,57.534246575342465,57.534246575342465,57.534246575342465,57.534246575342465
2019-11-03,,76.71232876712328,76.71232876712328,76.71232876712328,76.71232876712328
