date,2020-01-01,2021-01-01,2022-01-01
2018-12-30,0.0,36.0,0
2019-01-06,52.0,38.0,20
2019-01-13,100.0,90.0,39
2019-01-20,54.0,42.0,21
2019-01-27,0.0,0.0,0
2019-02-03,49.0,32.0,19
2019-02-10,0.0,0.0,0
2019-02-17,44.0,46.0,17
2019-02-24,67.0,0.0,26
2019-03-03,48.0,0.0,19
2019-03-10,0.0,0.0,0
2019-03-17,48.0,0.0,19
2019-03-24,0.0,0.0,0
2019-03-31,0.0,0.0,0
2019-04-07,0.0,0.0,0
2019-04-14,0.0,32.0,0
2019-04-21,0.0,0.0,0
2019-04-28,0.0,0.0,0
2019-05-05,0.0,35.0,0
2019-05-12,52.0,36.0,20
2019-05-19,0.0,0.0,0
2019-05-26,0.0,0.0,0
2019-06-02,0.0,0.0,0
2019-06-09,0.0,0.0,0
2019-06-16,0.0,46.0,0
2019-06-23,0.0,37.0,0
2019-06-30,0.0,0.0,0
2019-07-07,70.0,42.0,27
2019-07-14,54.0,35.0,21
2019-07-21,0.0,0.0,0
2019-07-28,61.0,53.0,24
2019-08-04,0.0,0.0,0
2019-08-11,0.0,0.0,0
2019-08-18,0.0,0.0,0
2019-08-25,0.0,0.0,0
2019-09-01,0.0,39.0,0
2019-09-08,0.0,0.0,0
2019-09-15,0.0,0.0,0
2019-09-22,0.0,0.0,0
2019-09-29,0.0,0.0,0
2019-10-06,0.0,0.0,0
2019-10-13,0.0,0.0,0
2019-10-20,23.0,16.0,9
2019-10-27,23.0,0.0,9
2019-11-03,0.0,0.0,0
2019-11-10,0.0,0.0,0
2019-11-17,54.0,30.0,21
2019-11-24,0.0,0.0,0
2019-12-01,60.0,40.0,23
2019-12-08,51.0,0.0,20
2019-12-15,0.0,0.0,0
2019-12-22,0.0,0.0,0
2019-12-29,0.0,0.0,0
2020-01-05,,49.0,33
2020-01-12,,0.0,0
2020-01-19,,0.0,0
2020-01-26,,0.0,0
2020-02-02,,0.0,0
2020-02-09,,30.0,25
2020-02-16,,0.0,0
2020-02-23,,0.0,0
2020-03-01,,35.0,0
2020-03-08,,0.0,0
2020-03-15,,45.0,21
2020-03-22,,64.0,34
2020-03-29,,58.0,38
2020-04-05,,72.0,45
2020-04-12,,77.0,47
2020-04-19,,39.0,29
2020-04-26,,33.0,25
2020-05-03,,48.0,26
2020-05-10,,100.0,36
2020-05-17,,54.0,42
2020-05-24,,64.0,33
2020-05-31,,76.0,52
2020-06-07,,46.0,25
2020-06-14,,52.0,35
2020-06-21,,53.0,33
2020-06-28,,38.0,33
2020-07-05,,49.0,29
2020-07-12,,29.0,0
2020-07-19,,43.0,25
2020-07-26,,45.0,34
2020-08-02,,64.0,39
2020-08-09,,51.0,34
2020-08-16,,32.0,25
2020-08-23,,0.0,0
2020-08-30,,36.0,0
2020-09-06,,46.0,26
2020-09-13,,33.0,18
2020-09-20,,28.0,16
2020-09-27,,39.0,0
2020-10-04,,0.0,18
2020-10-11,,54.0,29
2020-10-18,,0.0,0
2020-10-25,,0.0,0
2020-11-01,,54.0,39
2020-11-08,,40.0,22
2020-11-15,,31.0,24
2020-11-22,,32.0,21
2020-11-29,,37.0,22
2020-12-06,,36.0,28
2020-12-13,,37.0,22
2020-12-20,,43.0,24
2020-12-27,,46.0,26
2021-01-03,,,28
2021-01-10,,,45
2021-01-17,,,29
2021-01-24,,,22
2021-01-31,,,32
2021-02-07,,,23
2021-02-14,,,18
2021-02-21,,,31
2021-02-28,,,32
2021-03-07,,,27
2021-03-14,,,23
2021-03-21,,,0
2021-03-28,,,18
2021-04-04,,,26
2021-04-11,,,32
2021-04-18,,,0
2021-04-25,,,0
2021-05-02,,,0
2021-05-09,,,0
2021-05-16,,,37
2021-05-23,,,100
2021-05-30,,,77
2021-06-06,,,25
2021-06-13,,,35
2021-06-20,,,31
2021-06-27,,,29
2021-07-04,,,29
2021-07-11,,,22
2021-07-18,,,0
2021-07-25,,,25
2021-08-01,,,32
2021-08-08,,,43
2021-08-15,,,31
2021-08-22,,,35
2021-08-29,,,29
2021-09-05,,,22
2021-09-12,,,19
2021-09-19,,,27
2021-09-26,,,33
2021-10-03,,,23
2021-10-10,,,21
2021-10-17,,,21
2021-10-24,,,32
2021-10-31,,,24
2021-11-07,,,25
2021-11-14,,,21
2021-11-21,,,30
2021-11-28,,,24
2021-12-05,,,25
2021-12-12,,,0
2021-12-19,,,0
2021-12-26,,,24
