date,2020-01-01,2021-01-01,2022-01-01
2018-12-30,23.0,29.0,26
2019-01-06,71.0,74.0,67
2019-01-13,100.0,100.0,90
2019-01-20,72.0,73.0,65
2019-01-27,27.0,25.0,22
2019-02-03,44.0,42.0,38
2019-02-10,36.0,47.0,42
2019-02-17,45.0,26.0,24
2019-02-24,38.0,42.0,37
2019-03-03,42.0,35.0,31
2019-03-10,24.0,23.0,20
2019-03-17,41.0,41.0,37
2019-03-24,23.0,21.0,19
2019-03-31,33.0,34.0,30
2019-04-07,30.0,25.0,22
2019-04-14,0.0,22.0,19
2019-04-21,39.0,34.0,30
2019-04-28,23.0,28.0,25
2019-05-05,32.0,33.0,30
2019-05-12,51.0,44.0,40
2019-05-19,35.0,21.0,19
2019-05-26,29.0,35.0,31
2019-06-02,37.0,32.0,28
2019-06-09,32.0,42.0,37
2019-06-16,24.0,23.0,21
2019-06-23,29.0,35.0,31
2019-06-30,27.0,24.0,22
2019-07-07,29.0,36.0,33
2019-07-14,18.0,0.0,0
2019-07-21,32.0,38.0,34
2019-07-28,29.0,40.0,36
2019-08-04,45.0,42.0,37
2019-08-11,33.0,32.0,29
2019-08-18,50.0,49.0,44
2019-08-25,19.0,19.0,17
2019-09-01,44.0,47.0,42
2019-09-08,36.0,35.0,31
2019-09-15,37.0,31.0,28
2019-09-22,35.0,31.0,28
2019-09-29,26.0,24.0,22
2019-10-06,23.0,24.0,22
2019-10-13,31.0,28.0,25
2019-10-20,27.0,34.0,30
2019-10-27,27.0,27.0,24
2019-11-03,32.0,33.0,29
2019-11-10,28.0,31.0,27
2019-11-17,27.0,18.0,16
2019-11-24,0.0,0.0,0
2019-12-01,39.0,44.0,39
2019-12-08,30.0,28.0,25
2019-12-15,20.0,19.0,17
2019-12-22,21.0,23.0,21
2019-12-29,22.0,19.0,17
2020-01-05,,25.0,22
2020-01-12,,42.0,37
2020-01-19,,21.0,19
2020-01-26,,34.0,30
2020-02-02,,35.0,31
2020-02-09,,27.0,24
2020-02-16,,32.0,29
2020-02-23,,28.0,25
2020-03-01,,27.0,24
2020-03-08,,21.0,19
2020-03-15,,42.0,38
2020-03-22,,65.0,58
2020-03-29,,67.0,60
2020-04-05,,80.0,72
2020-04-12,,90.0,80
2020-04-19,,52.0,46
2020-04-26,,56.0,50
2020-05-03,,45.0,40
2020-05-10,,59.0,53
2020-05-17,,75.0,67
2020-05-24,,44.0,39
2020-05-31,,59.0,53
2020-06-07,,50.0,45
2020-06-14,,50.0,45
2020-06-21,,68.0,61
2020-06-28,,67.0,60
2020-07-05,,71.0,64
2020-07-12,,46.0,41
2020-07-19,,45.0,40
2020-07-26,,54.0,48
2020-08-02,,67.0,60
2020-08-09,,61.0,55
2020-08-16,,33.0,29
2020-08-23,,52.0,47
2020-08-30,,45.0,40
2020-09-06,,53.0,48
2020-09-13,,34.0,30
2020-09-20,,41.0,37
2020-09-27,,53.0,48
2020-10-04,,47.0,42
2020-10-11,,67.0,60
2020-10-18,,63.0,56
2020-10-25,,59.0,53
2020-11-01,,60.0,54
2020-11-08,,61.0,54
2020-11-15,,45.0,41
2020-11-22,,31.0,27
2020-11-29,,40.0,35
2020-12-06,,44.0,40
2020-12-13,,40.0,36
2020-12-20,,39.0,35
2020-12-27,,51.0,46
2021-01-03,,,46
2021-01-10,,,45
2021-01-17,,,41
2021-01-24,,,50
2021-01-31,,,48
2021-02-07,,,32
2021-02-14,,,51
2021-02-21,,,43
2021-02-28,,,45
2021-03-07,,,58
2021-03-14,,,25
2021-03-21,,,24
2021-03-28,,,50
2021-04-04,,,47
2021-04-11,,,46
2021-04-18,,,38
2021-04-25,,,29
2021-05-02,,,38
2021-05-09,,,29
2021-05-16,,,42
2021-05-23,,,100
2021-05-30,,,99
2021-06-06,,,63
2021-06-13,,,48
2021-06-20,,,51
2021-06-27,,,59
2021-07-04,,,60
2021-07-11,,,53
2021-07-18,,,55
2021-07-25,,,42
2021-08-01,,,43
2021-08-08,,,58
2021-08-15,,,61
2021-08-22,,,52
2021-08-29,,,60
2021-09-05,,,74
2021-09-12,,,47
2021-09-19,,,39
2021-09-26,,,61
2021-10-03,,,56
2021-10-10,,,49
2021-10-17,,,44
2021-10-24,,,32
2021-10-31,,,39
2021-11-07,,,55
2021-11-14,,,43
2021-11-21,,,33
2021-11-28,,,48
2021-12-05,,,48
2021-12-12,,,27
2021-12-19,,,39
2021-12-26,,,47
